parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,partied
q_rech6_sp7,tied,factor,5.7e-05,2.85e-05,0.000114,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp8,tied,factor,1.94e-05,9.7e-06,3.88e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech6_sp9,tied,factor,1.7199999999999998e-05,8.599999999999999e-06,3.44e-05,pargp,1.0,0.0,1,,q_rech6_sp1
q_rech7_sp1,log,factor,0.0002280000044266,0.0001231200023904,0.0006862800133241,pargp,1.0,0.0,1,,
q_rech7_sp10,tied,factor,6.96e-05,3.7584e-05,0.000209496,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp11,tied,factor,0.0009,0.000486,0.0027089999999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp12,tied,factor,0.001046,0.00056484,0.00314846,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp13,tied,factor,0.00021,0.0001134,0.0006321,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp14,tied,factor,0.000424,0.00022896,0.0012762399999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp15,tied,factor,0.000528,0.00028512,0.00158928,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp16,tied,factor,0.000746,0.00040284,0.00224546,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp17,tied,factor,0.0010119999999999,0.0005464799999999,0.0030461199999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp18,tied,factor,0.000252,0.00013608,0.0007585199999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp19,tied,factor,9.68e-05,5.2272e-05,0.0002913679999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp2,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp20,tied,factor,5.479999999999999e-05,2.9592e-05,0.0001649479999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp21,tied,factor,4.34e-05,2.3436e-05,0.000130634,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp22,tied,factor,0.000856,0.00046224,0.00257656,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp23,tied,factor,0.00031,0.0001674,0.0009331,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp24,tied,factor,9.28e-05,5.0112e-05,0.000279328,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp25,tied,factor,5.720000000000001e-05,3.0888000000000006e-05,0.000172172,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp26,tied,factor,5.96e-05,3.2184e-05,0.000179396,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp27,tied,factor,4.86e-05,2.6244e-05,0.000146286,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp28,tied,factor,3.44e-05,1.8576000000000003e-05,0.000103544,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp29,tied,factor,2.26e-05,1.2204e-05,6.8026e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp3,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp30,tied,factor,1.56e-05,8.424000000000001e-06,4.6956e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp31,tied,factor,1.39e-05,7.506000000000001e-06,4.1839e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp32,tied,factor,1.29e-05,6.966000000000001e-06,3.8829e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp4,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp5,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp6,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp7,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp8,tied,factor,7.759999999999999e-05,4.1904e-05,0.0002335759999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech7_sp9,tied,factor,6.86e-05,3.7044e-05,0.0002064859999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp1,tied,factor,0.0002280000044266,0.0001231200023904,0.0006862800133241,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp10,tied,factor,6.96e-05,3.7584e-05,0.000209496,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp11,tied,factor,0.0009,0.000486,0.0027089999999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp12,tied,factor,0.001046,0.00056484,0.00314846,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp13,tied,factor,0.00021,0.0001134,0.0006321,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp14,tied,factor,0.000424,0.00022896,0.0012762399999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp15,tied,factor,0.000528,0.00028512,0.00158928,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp16,tied,factor,0.000746,0.00040284,0.00224546,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp17,tied,factor,0.0010119999999999,0.0005464799999999,0.0030461199999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp18,tied,factor,0.000252,0.00013608,0.0007585199999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp19,tied,factor,9.68e-05,5.2272e-05,0.0002913679999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp2,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp20,tied,factor,5.479999999999999e-05,2.9592e-05,0.0001649479999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp21,tied,factor,4.34e-05,2.3436e-05,0.000130634,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp22,tied,factor,0.000856,0.00046224,0.00257656,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp23,tied,factor,0.00031,0.0001674,0.0009331,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp24,tied,factor,9.28e-05,5.0112e-05,0.000279328,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp25,tied,factor,5.720000000000001e-05,3.0888000000000006e-05,0.000172172,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp26,tied,factor,5.96e-05,3.2184e-05,0.000179396,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp27,tied,factor,4.86e-05,2.6244e-05,0.000146286,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp28,tied,factor,3.44e-05,1.8576000000000003e-05,0.000103544,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp29,tied,factor,2.26e-05,1.2204e-05,6.8026e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp3,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp30,tied,factor,1.56e-05,8.424000000000001e-06,4.6956e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp31,tied,factor,1.39e-05,7.506000000000001e-06,4.1839e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp32,tied,factor,1.29e-05,6.966000000000001e-06,3.8829e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp4,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp5,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp6,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp7,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp8,tied,factor,7.759999999999999e-05,4.1904e-05,0.0002335759999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech8_sp9,tied,factor,6.86e-05,3.7044e-05,0.0002064859999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp1,tied,factor,0.0002280000044266,0.0001231200023904,0.0006862800133241,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp10,tied,factor,6.96e-05,3.7584e-05,0.000209496,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp11,tied,factor,0.0009,0.000486,0.0027089999999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp12,tied,factor,0.001046,0.00056484,0.00314846,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp13,tied,factor,0.00021,0.0001134,0.0006321,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp14,tied,factor,0.000424,0.00022896,0.0012762399999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp15,tied,factor,0.000528,0.00028512,0.00158928,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp16,tied,factor,0.000746,0.00040284,0.00224546,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp17,tied,factor,0.0010119999999999,0.0005464799999999,0.0030461199999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp18,tied,factor,0.000252,0.00013608,0.0007585199999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp19,tied,factor,9.68e-05,5.2272e-05,0.0002913679999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp2,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp20,tied,factor,5.479999999999999e-05,2.9592e-05,0.0001649479999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp21,tied,factor,4.34e-05,2.3436e-05,0.000130634,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp22,tied,factor,0.000856,0.00046224,0.00257656,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp23,tied,factor,0.00031,0.0001674,0.0009331,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp24,tied,factor,9.28e-05,5.0112e-05,0.000279328,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp25,tied,factor,5.720000000000001e-05,3.0888000000000006e-05,0.000172172,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp26,tied,factor,5.96e-05,3.2184e-05,0.000179396,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp27,tied,factor,4.86e-05,2.6244e-05,0.000146286,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp28,tied,factor,3.44e-05,1.8576000000000003e-05,0.000103544,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp29,tied,factor,2.26e-05,1.2204e-05,6.8026e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp3,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp30,tied,factor,1.56e-05,8.424000000000001e-06,4.6956e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp31,tied,factor,1.39e-05,7.506000000000001e-06,4.1839e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp32,tied,factor,1.29e-05,6.966000000000001e-06,3.8829e-05,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp4,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp5,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp6,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp7,tied,factor,0.0002279999999999,0.0001231199999999,0.0006862799999996,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp8,tied,factor,7.759999999999999e-05,4.1904e-05,0.0002335759999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_rech9_sp9,tied,factor,6.86e-05,3.7044e-05,0.0002064859999999,pargp,1.0,0.0,1,,q_rech7_sp1
q_uti_in,none,factor,3.7750001,1.711,8.51,pargp,1.0,0.0,1,,
q_uti_out,none,factor,0.737,0.274,1.711,pargp,1.0,0.0,1,,
q_w_well,fixed,relative,-67.0,-67.0,-67.0,pargp,1.0,0.0,1,,
qc_u1_1,tied,relative,-41.879,-50.2548,-33.5032,pargp,1.0,0.0,1,,qcp1_13
qc_u2_1,tied,relative,-4278.732,-5134.4784,-3422.9856,pargp,1.0,0.0,1,,qcp1_13
qc_u3_1,tied,relative,-94.196,-113.0352,-75.3568,pargp,1.0,0.0,1,,qcp1_13
qc_u4_1,tied,relative,-31.865,-38.238,-25.492,pargp,1.0,0.0,1,,qcp1_13
qc_u5_1,tied,relative,-5047.582,-6057.0984,-4038.0656,pargp,1.0,0.0,1,,qcp1_13
qc_u6_1,tied,relative,-1027.329,-1232.7948,-821.8632,pargp,1.0,0.0,1,,qcp1_13
qc_u7_1,tied,relative,-2330.654,-2796.7848,-1864.5232,pargp,1.0,0.0,1,,qcp1_13
qu_rech1_sp1,tied,factor,6.63e-06,3.315e-06,1.326e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp10,tied,factor,3.29e-06,1.645e-06,6.58e-06,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp11,tied,factor,1.34e-05,6.7e-06,2.68e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp12,tied,factor,5.99e-05,2.995e-05,0.0001198,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp13,tied,factor,0.0002025,0.00010125,0.000405,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp14,tied,factor,7.780000000000001e-05,3.89e-05,0.0001556,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp15,tied,factor,3.35e-05,1.675e-05,6.7e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp16,tied,factor,0.0002538,0.0001269,0.0005076,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp17,tied,factor,0.0002889,0.00014445,0.0005778,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp18,tied,factor,4.44e-05,2.22e-05,8.88e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp19,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp2,tied,factor,6.97e-06,3.485e-06,1.394e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp3,tied,factor,6.53e-06,3.265e-06,1.306e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp4,tied,factor,5.89e-06,2.945e-06,1.178e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp5,tied,factor,5.69e-06,2.845e-06,1.138e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp6,tied,factor,5.35e-06,2.675e-06,1.07e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp7,tied,factor,4.79e-06,2.395e-06,9.58e-06,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp8,tied,factor,4.27e-06,2.135e-06,8.54e-06,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech1_sp9,tied,factor,3.76e-06,1.88e-06,7.52e-06,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech2_sp1,tied,factor,6.63e-06,3.315e-06,1.326e-05,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp10,tied,factor,3.29e-06,1.645e-06,6.58e-06,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp11,tied,factor,1.34e-05,6.7e-06,2.68e-05,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp12,tied,factor,5.99e-05,2.995e-05,0.0001198,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp13,tied,factor,0.0002025,0.00010125,0.000405,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp14,tied,factor,7.780000000000001e-05,3.89e-05,0.0001556,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp15,tied,factor,3.35e-05,1.675e-05,6.7e-05,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp16,tied,factor,0.0002538,0.0001269,0.0005076,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp17,tied,factor,0.0002889,0.00014445,0.0005778,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp18,tied,factor,4.44e-05,2.22e-05,8.88e-05,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp19,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp2,tied,factor,6.97e-06,3.485e-06,1.394e-05,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp3,tied,factor,6.53e-06,3.265e-06,1.306e-05,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp4,tied,factor,5.89e-06,2.945e-06,1.178e-05,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp5,tied,factor,5.69e-06,2.845e-06,1.138e-05,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp6,tied,factor,5.35e-06,2.675e-06,1.07e-05,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp7,tied,factor,4.79e-06,2.395e-06,9.58e-06,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp8,tied,factor,4.27e-06,2.135e-06,8.54e-06,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech2_sp9,tied,factor,3.76e-06,1.88e-06,7.52e-06,pargp,1.0,0.0,1,,q_rech2_sp1
qu_rech3_sp1,tied,factor,6.63e-06,3.315e-06,1.326e-05,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp10,tied,factor,3.29e-06,1.645e-06,6.58e-06,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp11,tied,factor,1.34e-05,6.7e-06,2.68e-05,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp12,tied,factor,5.99e-05,2.995e-05,0.0001198,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp13,tied,factor,0.0002025,0.00010125,0.000405,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp14,tied,factor,7.780000000000001e-05,3.89e-05,0.0001556,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp15,tied,factor,3.35e-05,1.675e-05,6.7e-05,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp16,tied,factor,0.0002538,0.0001269,0.0005076,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp17,tied,factor,0.0002889,0.00014445,0.0005778,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp18,tied,factor,4.44e-05,2.22e-05,8.88e-05,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp19,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp2,tied,factor,6.97e-06,3.485e-06,1.394e-05,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp3,tied,factor,6.53e-06,3.265e-06,1.306e-05,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp4,tied,factor,5.89e-06,2.945e-06,1.178e-05,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp5,tied,factor,5.69e-06,2.845e-06,1.138e-05,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp6,tied,factor,5.35e-06,2.675e-06,1.07e-05,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp7,tied,factor,4.79e-06,2.395e-06,9.58e-06,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp8,tied,factor,4.27e-06,2.135e-06,8.54e-06,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech3_sp9,tied,factor,3.76e-06,1.88e-06,7.52e-06,pargp,1.0,0.0,1,,q_rech3_sp1
qu_rech4_sp1,tied,factor,6.63e-06,3.315e-06,1.326e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp10,tied,factor,3.29e-06,1.645e-06,6.58e-06,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp11,tied,factor,1.34e-05,6.7e-06,2.68e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp12,tied,factor,5.99e-05,2.995e-05,0.0001198,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp13,tied,factor,0.0002025,0.00010125,0.000405,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp14,tied,factor,7.780000000000001e-05,3.89e-05,0.0001556,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp15,tied,factor,3.35e-05,1.675e-05,6.7e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp16,tied,factor,0.0002538,0.0001269,0.0005076,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp17,tied,factor,0.0002889,0.00014445,0.0005778,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp18,tied,factor,4.44e-05,2.22e-05,8.88e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp19,tied,factor,0.0001026,5.13e-05,0.0002052,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp2,tied,factor,6.97e-06,3.485e-06,1.394e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp3,tied,factor,6.53e-06,3.265e-06,1.306e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp4,tied,factor,5.89e-06,2.945e-06,1.178e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp5,tied,factor,5.69e-06,2.845e-06,1.138e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp6,tied,factor,5.35e-06,2.675e-06,1.07e-05,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp7,tied,factor,4.79e-06,2.395e-06,9.58e-06,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp8,tied,factor,4.27e-06,2.135e-06,8.54e-06,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech4_sp9,tied,factor,3.76e-06,1.88e-06,7.52e-06,pargp,1.0,0.0,1,,q_rech1_sp1
qu_rech5_sp1,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp10,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp11,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp12,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp13,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp14,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp15,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp16,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp17,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp18,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp19,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp2,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp3,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp4,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp5,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp6,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp7,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp8,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech5_sp9,fixed,factor,1e-11,1e-11,1e-11,pargp,1.0,0.0,1,,
qu_rech6_sp1,tied,factor,3.68e-06,1.84e-06,7.36e-06,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp10,tied,factor,1.83e-06,9.15e-07,3.66e-06,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp11,tied,factor,7.45e-06,3.725e-06,1.49e-05,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp12,tied,factor,3.32e-05,1.66e-05,6.64e-05,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp13,tied,factor,0.0001125,5.625e-05,0.000225,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp14,tied,factor,4.3200000000000007e-05,2.1600000000000003e-05,8.640000000000001e-05,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp15,tied,factor,1.86e-05,9.3e-06,3.72e-05,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp16,tied,factor,0.0001409999999999,7.049999999995e-05,0.0002819999999998,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp17,tied,factor,0.0001605,8.025e-05,0.000321,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp18,tied,factor,2.47e-05,1.235e-05,4.94e-05,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp19,tied,factor,5.7e-05,2.85e-05,0.000114,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp2,tied,factor,3.87e-06,1.935e-06,7.74e-06,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp3,tied,factor,3.63e-06,1.815e-06,7.26e-06,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp4,tied,factor,3.27e-06,1.635e-06,6.54e-06,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp5,tied,factor,3.16e-06,1.58e-06,6.32e-06,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp6,tied,factor,2.97e-06,1.485e-06,5.94e-06,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp7,tied,factor,2.66e-06,1.33e-06,5.32e-06,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp8,tied,factor,2.37e-06,1.185e-06,4.74e-06,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech6_sp9,tied,factor,2.09e-06,1.045e-06,4.18e-06,pargp,1.0,0.0,1,,q_rech6_sp1
qu_rech7_sp1,tied,factor,1.47e-05,7.938000000000001e-06,4.4247e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp10,tied,factor,7.32e-06,3.9528000000000005e-06,2.20332e-05,pargp,1.0,0.0,1,,q_rech7_sp1
qu_rech7_sp11,tied,factor,2.98e-05,1.6092e-05,8.9698e-05,pargp,1.0,0.0,1,,q_rech7_sp1
