parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,partied
dr0u94,tied,factor,6237.38,6232.38,6242.38,pargp,1.0,0.0,1,,dr0_s1
dr0u95,tied,factor,6241.35,6236.35,6246.35,pargp,1.0,0.0,1,,dr0_s1
dr0u96,tied,factor,6286.77,6281.77,6291.77,pargp,1.0,0.0,1,,dr0_s1
dr0u97,tied,factor,6287.57,6282.57,6292.57,pargp,1.0,0.0,1,,dr0_s1
dr0u98,tied,factor,6290.14,6285.14,6295.14,pargp,1.0,0.0,1,,dr0_s1
dr0u99,tied,factor,6290.73,6285.73,6295.73,pargp,1.0,0.0,1,,dr0_s1
dr0u100,tied,factor,6309.47,6304.47,6314.47,pargp,1.0,0.0,1,,dr0_s1
dr0u101,tied,factor,6320.62,6315.62,6325.62,pargp,1.0,0.0,1,,dr0_s1
dr0u102,tied,factor,6373.75,6368.75,6378.75,pargp,1.0,0.0,1,,dr0_s1
dr0u103,tied,factor,6373.75,6368.75,6378.75,pargp,1.0,0.0,1,,dr0_s1
dr0u104,tied,factor,6373.75,6368.75,6378.75,pargp,1.0,0.0,1,,dr0_s1
dr0u105,tied,factor,6394.14,6389.14,6399.14,pargp,1.0,0.0,1,,dr0_s1
dr0u106,tied,factor,6394.45,6389.45,6399.45,pargp,1.0,0.0,1,,dr0_s1
dr0u107,tied,factor,6393.85,6388.85,6398.85,pargp,1.0,0.0,1,,dr0_s1
dr0u108,tied,factor,6393.61,6388.61,6398.61,pargp,1.0,0.0,1,,dr0_s1
dr0u109,tied,factor,6392.13,6387.13,6397.13,pargp,1.0,0.0,1,,dr0_s1
dr0u110,tied,factor,6392.13,6387.13,6397.13,pargp,1.0,0.0,1,,dr0_s1
dr0u111,tied,factor,6424.92,6419.92,6429.92,pargp,1.0,0.0,1,,dr0_s1
dr0u112,tied,factor,6454.03,6449.03,6459.03,pargp,1.0,0.0,1,,dr0_s1
dr0u113,tied,factor,6342.0,6337.0,6347.0,pargp,1.0,0.0,1,,dr0_s1
dr6u113,none,factor,6469.0,6464.0,6474.0,pargp,1.0,0.0,1,,
dr6u114,tied,factor,6469.0,6464.0,6474.0,pargp,1.0,0.0,1,,dr6u113
dr4u115,none,factor,6494.0,6489.0,6499.0,pargp,1.0,0.0,1,,
dr4u116,tied,factor,6494.0,6489.0,6499.0,pargp,1.0,0.0,1,,dr4u115
dr4u117,tied,factor,6494.0,6489.0,6499.0,pargp,1.0,0.0,1,,dr4u115
dr4u118,tied,factor,6494.0,6489.0,6499.0,pargp,1.0,0.0,1,,dr4u115
dr5u119,none,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,
dr5u120,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u121,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u122,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u123,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u124,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u125,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u126,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u127,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u128,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u129,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u130,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u131,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u132,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u133,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u134,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u135,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u136,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u137,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u138,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u139,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u140,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u141,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u142,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u143,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u144,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u145,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u146,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u147,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u148,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u149,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u150,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u151,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u152,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u153,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u154,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u155,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u156,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u157,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u158,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u159,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u160,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u161,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u162,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u163,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u164,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u165,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u166,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u167,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u168,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u169,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u170,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u171,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u172,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u173,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u174,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u175,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u176,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u177,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u178,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u179,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
dr5u180,tied,factor,6330.0,6325.0,6335.0,pargp,1.0,0.0,1,,dr5u119
hfb_r0,fixed,factor,1e-05,1e-05,1e-05,pargp,1.0,0.0,1,,
hfb_r1,log,factor,1e-08,1e-08,1e-08,pargp,1.0,0.0,1,,
hfb_r2,log,factor,1e-05,1e-07,0.001,pargp,1.0,0.0,1,,
hfb_r3,log,factor,1e-08,1.1e-10,1e-06,pargp,1.0,0.0,1,,
hfb_r4,log,factor,1e-08,1.1e-10,1e-06,pargp,1.0,0.0,1,,
k_z1,log,factor,4.0,0.04,400.0,pargp,1.0,0.0,1,,
k_z10,log,factor,4.0,0.04,400.0,pargp,1.0,0.0,1,,
k_z12,tied,factor,1e-06,1e-08,0.0001,pargp,1.0,0.0,1,,k_z3
k_z13,tied,factor,0.001,1e-05,0.1,pargp,1.0,0.0,1,,k_z4
k_z14,tied,factor,0.001,1e-05,0.1,pargp,1.0,0.0,1,,k_z4
k_z15,tied,factor,2.5,0.025,250.0,pargp,1.0,0.0,1,,k_z8
k_z16,log,factor,18.0,0.18,1800.0,pargp,1.0,0.0,1,,
k_z18,log,factor,7.0,0.07,700.0,pargp,1.0,0.0,1,,
k_z19,tied,factor,7.0,0.07,700.0,pargp,1.0,0.0,1,,k_z18
k_z2,log,factor,1.0,0.01,100.0,pargp,1.0,0.0,1,,
k_z20,log,factor,0.5,0.005,50.0,pargp,1.0,0.0,1,,
k_z22,log,factor,1e-05,1e-07,0.001,pargp,1.0,0.0,1,,
k_z23,log,factor,0.01,0.0001,1.0,pargp,1.0,0.0,1,,
k_z24,tied,factor,0.01,0.0001,1.0,pargp,1.0,0.0,1,,k_z23
k_z3,log,factor,1e-06,1e-08,0.0001,pargp,1.0,0.0,1,,
k_z4,log,factor,0.001,1e-05,0.1,pargp,1.0,0.0,1,,
k_z5,fixed,factor,1e-07,1e-07,1e-07,pargp,1.0,0.0,1,,
k_z6,log,factor,0.5,0.005,50.0,pargp,1.0,0.0,1,,
k_z7,tied,factor,0.001,1e-05,0.1,pargp,1.0,0.0,1,,k_z4
k_z8,log,factor,2.5,0.025,250.0,pargp,1.0,0.0,1,,
k_z9,tied,factor,1e-06,1e-08,0.0001,pargp,1.0,0.0,1,,k_z3
kd_u,none,factor,0.01,0.0,0.32,pargp,1.0,0.0,1,,
n_ef,tied,factor,0.105,0.0105,0.13,pargp,1.0,0.0,1,,sy
q_cp1_1,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp1_10,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp1_11,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp1_12,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp1_13,none,relative,-5775.0,-6930.0,-4620.0,pargp,1.0,0.0,1,,
qcp1_14,tied,relative,-5775.0,-6930.0,-4620.0,pargp,1.0,0.0,1,,qcp1_13
qcp1_15,tied,relative,-4812.5,-5775.0,-3850.0,pargp,1.0,0.0,1,,qcp1_13
qcp1_16,tied,relative,-4812.5,-5775.0,-3850.0,pargp,1.0,0.0,1,,qcp1_13
qcp1_17,tied,relative,-4812.5,-5775.0,-3850.0,pargp,1.0,0.0,1,,qcp1_13
qcp1_18,tied,relative,-3850.0,-4620.0,-3080.0,pargp,1.0,0.0,1,,qcp1_13
qcp1_19,tied,relative,-3850.0,-4620.0,-3080.0,pargp,1.0,0.0,1,,qcp1_13
q_cp1_2,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp1_20,tied,relative,-5591.99,-6710.388,-4473.592,pargp,1.0,0.0,1,,qcp1_13
qcp1_21,tied,relative,-2558.19,-3069.828,-2046.552,pargp,1.0,0.0,1,,qcp1_13
qcp1_22,tied,relative,-1362.44,-1634.928,-1089.952,pargp,1.0,0.0,1,,qcp1_13
qcp1_23,tied,relative,-1146.36,-1375.6319999999998,-917.088,pargp,1.0,0.0,1,,qcp1_13
qcp1_24,tied,relative,-512.747,-615.2964,-410.1976,pargp,1.0,0.0,1,,qcp1_13
qcp1_25,tied,relative,-803.544,-964.2528,-642.8352,pargp,1.0,0.0,1,,qcp1_13
qcp1_26,tied,relative,-659.247,-791.0963999999999,-527.3976,pargp,1.0,0.0,1,,qcp1_13
qcp1_27,tied,relative,-439.4980000000001,-527.3976000000001,-351.5984000000001,pargp,1.0,0.0,1,,qcp1_13
qcp1_28,tied,relative,-292.998,-351.5976,-234.3984,pargp,1.0,0.0,1,,qcp1_13
qcp1_29,tied,relative,-182.624,-219.1488,-146.0992,pargp,1.0,0.0,1,,qcp1_13
q_cp1_3,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp1_30,tied,relative,-340.921,-409.1052,-272.7368,pargp,1.0,0.0,1,,qcp1_13
qcp1_31,tied,relative,-233.941,-280.7292,-187.1528,pargp,1.0,0.0,1,,qcp1_13
qcp1_32,tied,relative,-141.05,-169.26000000000002,-112.84000000000002,pargp,1.0,0.0,1,,qcp1_13
q_cp1_4,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp1_5,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp1_6,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp1_7,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp1_8,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp1_9,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp2_1,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_10,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_11,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_12,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_13,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_14,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_15,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_16,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_17,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_18,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_19,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp2_2,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_20,tied,relative,-11846.1,-14215.32,-9476.88,pargp,1.0,0.0,1,,qcp1_13
qcp2_21,tied,relative,-9123.88,-10948.656,-7299.103999999999,pargp,1.0,0.0,1,,qcp1_13
qcp2_22,tied,relative,-820.3960000000001,-984.4752,-656.3168000000001,pargp,1.0,0.0,1,,qcp1_13
qcp2_23,tied,relative,-8493.29,-10191.948,-6794.632000000001,pargp,1.0,0.0,1,,qcp1_13
qcp2_24,tied,relative,-5640.22,-6768.264,-4512.176,pargp,1.0,0.0,1,,qcp1_13
qcp2_25,tied,relative,-7451.05,-8941.26,-5960.84,pargp,1.0,0.0,1,,qcp1_13
qcp2_26,tied,relative,-7141.84,-8570.208,-5713.472000000001,pargp,1.0,0.0,1,,qcp1_13
qcp2_27,tied,relative,-3003.23,-3603.876,-2402.5840000000003,pargp,1.0,0.0,1,,qcp1_13
qcp2_28,tied,relative,-2600.36,-3120.432,-2080.288,pargp,1.0,0.0,1,,qcp1_13
qcp2_29,tied,relative,-3214.18,-3857.016,-2571.344,pargp,1.0,0.0,1,,qcp1_13
q_cp2_3,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp2_30,tied,relative,-4927.99,-5913.588,-3942.392,pargp,1.0,0.0,1,,qcp1_13
qcp2_31,tied,relative,-5375.19,-6450.227999999999,-4300.152,pargp,1.0,0.0,1,,qcp1_13
qcp2_32,tied,relative,-6087.57,-7305.084,-4870.056,pargp,1.0,0.0,1,,qcp1_13
q_cp2_4,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp2_5,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp2_6,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp2_7,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp2_8,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp2_9,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp3_1,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_10,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_11,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_12,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_13,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_14,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_15,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_16,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_17,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_18,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_19,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp3_2,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_20,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_21,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_22,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_23,tied,relative,-1284.93,-1541.916,-1027.9440000000002,pargp,1.0,0.0,1,,qcp1_13
qcp3_24,tied,relative,-695.8710000000001,-835.0452000000001,-556.6968,pargp,1.0,0.0,1,,qcp1_13
qcp3_25,tied,relative,-255.673,-306.8076,-204.5384,pargp,1.0,0.0,1,,qcp1_13
qcp3_26,tied,relative,-878.995,-1054.794,-703.196,pargp,1.0,0.0,1,,qcp1_13
qcp3_27,tied,relative,-439.4980000000001,-527.3976000000001,-351.5984000000001,pargp,1.0,0.0,1,,qcp1_13
qcp3_28,tied,relative,-732.4960000000001,-878.9952000000001,-585.9968000000001,pargp,1.0,0.0,1,,qcp1_13
qcp3_29,tied,relative,-620.9209999999999,-745.1051999999999,-496.7368,pargp,1.0,0.0,1,,qcp1_13
q_cp3_3,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp3_30,tied,relative,-536.496,-643.7951999999999,-429.1968,pargp,1.0,0.0,1,,qcp1_13
qcp3_31,tied,relative,-716.092,-859.3104,-572.8736,pargp,1.0,0.0,1,,qcp1_13
qcp3_32,tied,relative,-611.556,-733.8672,-489.24480000000005,pargp,1.0,0.0,1,,qcp1_13
q_cp3_4,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp3_5,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp3_6,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp3_7,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp3_8,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp3_9,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp4_1,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_10,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_11,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_12,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_13,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_14,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_15,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_16,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_17,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_18,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_19,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp4_2,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_20,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_21,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_22,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_23,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_24,tied,relative,-695.8710000000001,-835.0452000000001,-556.6968,pargp,1.0,0.0,1,,qcp1_13
qcp4_25,tied,relative,-840.069,-1008.0828,-672.0552,pargp,1.0,0.0,1,,qcp1_13
qcp4_26,tied,relative,-219.749,-263.6988,-175.7992,pargp,1.0,0.0,1,,qcp1_13
qcp4_27,tied,relative,-73.25,-87.89999999999999,-58.6,pargp,1.0,0.0,1,,qcp1_13
qcp4_28,tied,relative,-292.998,-351.5976,-234.3984,pargp,1.0,0.0,1,,qcp1_13
qcp4_29,tied,relative,-109.574,-131.4888,-87.6592,pargp,1.0,0.0,1,,qcp1_13
q_cp4_3,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp4_30,tied,relative,-77.535,-93.042,-62.028,pargp,1.0,0.0,1,,qcp1_13
qcp4_31,tied,relative,-79.63,-95.556,-63.704,pargp,1.0,0.0,1,,qcp1_13
qcp4_32,tied,relative,-4.177,-5.0124,-3.3416,pargp,1.0,0.0,1,,qcp1_13
q_cp4_4,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp4_5,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp4_6,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp4_7,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp4_8,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp4_9,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp5_1,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_10,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_11,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_12,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_13,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_14,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_15,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_16,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_17,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_18,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_19,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp5_2,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_20,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_21,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_22,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_23,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_24,tied,relative,-6601.51,-7921.812,-5281.2080000000005,pargp,1.0,0.0,1,,qcp1_13
qcp5_25,tied,relative,-2812.41,-3374.892,-2249.928,pargp,1.0,0.0,1,,qcp1_13
qcp5_26,tied,relative,-4602.12,-5522.544,-3681.696,pargp,1.0,0.0,1,,qcp1_13
qcp5_27,tied,relative,-5493.72,-6592.464,-4394.976000000001,pargp,1.0,0.0,1,,qcp1_13
qcp5_28,tied,relative,-3149.73,-3779.676,-2519.784,pargp,1.0,0.0,1,,qcp1_13
qcp5_29,tied,relative,-2995.03,-3594.036,-2396.0240000000003,pargp,1.0,0.0,1,,qcp1_13
q_cp5_3,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp5_30,tied,relative,-4539.99,-5447.987999999999,-3631.992,pargp,1.0,0.0,1,,qcp1_13
qcp5_31,tied,relative,-5232.53,-6279.035999999999,-4186.024,pargp,1.0,0.0,1,,qcp1_13
qcp5_32,tied,relative,-3708.16,-4449.792,-2966.528,pargp,1.0,0.0,1,,qcp1_13
q_cp5_4,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp5_5,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp5_6,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp5_7,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp5_8,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp5_9,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
q_cp6_1,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_10,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_11,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_12,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_13,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_14,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_15,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_16,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_17,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_18,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
qcp6_19,tied,factor,0.0,0.0,0.0,pargp,1.0,0.0,1,,qcp1_13
