obsnme,obsval,weight,obgnme,extra
uhds_usecol:kper:029_name:mw-102_k:11_j:213_k:78,6577.32,1.0,obgnme,
uhds_usecol:kper:030_name:mw-102_k:11_j:213_k:78,6577.319,1.0,obgnme,
uhds_usecol:kper:031_name:mw-102_k:11_j:213_k:78,6577.3184,1.0,obgnme,
uhds_usecol:kper:032_name:mw-102_k:11_j:213_k:78,6577.3184,1.0,obgnme,
uhds_usecol:kper:033_name:mw-102_k:11_j:213_k:78,6577.319,1.0,obgnme,
uhds_usecol:kper:034_name:mw-102_k:11_j:213_k:78,6577.32,1.0,obgnme,
uhds_usecol:kper:035_name:mw-102_k:11_j:213_k:78,6577.322,1.0,obgnme,
uhds_usecol:kper:036_name:mw-102_k:11_j:213_k:78,6577.3237,1.0,obgnme,
uhds_usecol:kper:037_name:mw-102_k:11_j:213_k:78,6577.326,1.0,obgnme,
uhds_usecol:kper:038_name:mw-102_k:11_j:213_k:78,6577.329,1.0,obgnme,
uhds_usecol:kper:039_name:mw-102_k:11_j:213_k:78,6577.332,1.0,obgnme,
uhds_usecol:kper:040_name:mw-102_k:11_j:213_k:78,6577.336,1.0,obgnme,
uhds_usecol:kper:041_name:mw-102_k:11_j:213_k:78,6577.3403,1.0,obgnme,
uhds_usecol:kper:042_name:mw-102_k:11_j:213_k:78,6577.345,1.0,obgnme,
uhds_usecol:kper:043_name:mw-102_k:11_j:213_k:78,6577.3506,1.0,obgnme,
uhds_usecol:kper:044_name:mw-102_k:11_j:213_k:78,6577.356,1.0,obgnme,
uhds_usecol:kper:045_name:mw-102_k:11_j:213_k:78,6577.3623,1.0,obgnme,
uhds_usecol:kper:046_name:mw-102_k:11_j:213_k:78,6577.369,1.0,obgnme,
uhds_usecol:kper:047_name:mw-102_k:11_j:213_k:78,6577.376,1.0,obgnme,
uhds_usecol:kper:048_name:mw-102_k:11_j:213_k:78,6577.3833,1.0,obgnme,
uhds_usecol:kper:049_name:mw-102_k:11_j:213_k:78,6577.391,1.0,obgnme,
uhds_usecol:kper:050_name:mw-102_k:11_j:213_k:78,6577.399,1.0,obgnme,
uhds_usecol:kper:051_name:mw-102_k:11_j:213_k:78,6577.407,1.0,obgnme,
uhds_usecol:kper:052_name:mw-102_k:11_j:213_k:78,6577.4155,1.0,obgnme,
uhds_usecol:kper:053_name:mw-102_k:11_j:213_k:78,6577.424,1.0,obgnme,
uhds_usecol:kper:054_name:mw-102_k:11_j:213_k:78,6577.4326,1.0,obgnme,
uhds_usecol:kper:055_name:mw-102_k:11_j:213_k:78,6577.4424,1.0,obgnme,
uhds_usecol:kper:056_name:mw-102_k:11_j:213_k:78,6577.4517,1.0,obgnme,
uhds_usecol:kper:057_name:mw-102_k:11_j:213_k:78,6577.462,1.0,obgnme,
uhds_usecol:kper:058_name:mw-102_k:11_j:213_k:78,6577.472,1.0,obgnme,
uhds_usecol:kper:059_name:mw-102_k:11_j:213_k:78,6577.4824,1.0,obgnme,
uhds_usecol:kper:060_name:mw-102_k:11_j:213_k:78,6577.4937,1.0,obgnme,
uhds_usecol:kper:061_name:mw-102_k:11_j:213_k:78,6577.5044,1.0,obgnme,
uhds_usecol:kper:062_name:mw-102_k:11_j:213_k:78,6577.5156,1.0,obgnme,
uhds_usecol:kper:063_name:mw-102_k:11_j:213_k:78,6577.527,1.0,obgnme,
uhds_usecol:kper:064_name:mw-102_k:11_j:213_k:78,6577.5386,1.0,obgnme,
uhds_usecol:kper:065_name:mw-102_k:11_j:213_k:78,6577.55,1.0,obgnme,
uhds_usecol:kper:066_name:mw-102_k:11_j:213_k:78,6577.561,1.0,obgnme,
uhds_usecol:kper:067_name:mw-102_k:11_j:213_k:78,6577.5728,1.0,obgnme,
uhds_usecol:kper:068_name:mw-102_k:11_j:213_k:78,6577.5845,1.0,obgnme,
uhds_usecol:kper:069_name:mw-102_k:11_j:213_k:78,6577.596,1.0,obgnme,
uhds_usecol:kper:070_name:mw-102_k:11_j:213_k:78,6577.6084,1.0,obgnme,
uhds_usecol:kper:071_name:mw-102_k:11_j:213_k:78,6577.6206,1.0,obgnme,
uhds_usecol:kper:072_name:mw-102_k:11_j:213_k:78,6577.6323,1.0,obgnme,
uhds_usecol:kper:073_name:mw-102_k:11_j:213_k:78,6577.643,1.0,obgnme,
uhds_usecol:kper:074_name:mw-102_k:11_j:213_k:78,6577.654,1.0,obgnme,
uhds_usecol:kper:075_name:mw-102_k:11_j:213_k:78,6577.664,1.0,obgnme,
uhds_usecol:kper:076_name:mw-102_k:11_j:213_k:78,6577.676,1.0,obgnme,
uhds_usecol:kper:077_name:mw-102_k:11_j:213_k:78,6577.687,1.0,obgnme,
uhds_usecol:kper:078_name:mw-102_k:11_j:213_k:78,6577.6978,1.0,obgnme,
uhds_usecol:kper:079_name:mw-102_k:11_j:213_k:78,6577.709,1.0,obgnme,
uhds_usecol:kper:080_name:mw-102_k:11_j:213_k:78,6577.721,1.0,obgnme,
uhds_usecol:kper:081_name:mw-102_k:11_j:213_k:78,6577.7314,1.0,obgnme,
uhds_usecol:kper:082_name:mw-102_k:11_j:213_k:78,6577.8403,1.0,obgnme,
uhds_usecol:kper:083_name:mw-102_k:11_j:213_k:78,6577.9517,1.0,obgnme,
uhds_usecol:kper:084_name:mw-102_k:11_j:213_k:78,6578.0605,1.0,obgnme,
uhds_usecol:kper:085_name:mw-102_k:11_j:213_k:78,6578.165,1.0,obgnme,
uhds_usecol:kper:086_name:mw-102_k:11_j:213_k:78,6578.263,1.0,obgnme,
uhds_usecol:kper:087_name:mw-102_k:11_j:213_k:78,6578.353,1.0,obgnme,
uhds_usecol:kper:088_name:mw-102_k:11_j:213_k:78,6578.433,1.0,obgnme,
uhds_usecol:kper:089_name:mw-102_k:11_j:213_k:78,6578.507,1.0,obgnme,
uhds_usecol:kper:090_name:mw-102_k:11_j:213_k:78,6578.5713,1.0,obgnme,
uhds_usecol:kper:091_name:mw-102_k:11_j:213_k:78,6578.626,1.0,obgnme,
uhds_usecol:kper:000_name:mw-104_k:9_j:244_k:70,6603.3413,1.0,obgnme,
uhds_usecol:kper:001_name:mw-104_k:9_j:244_k:70,6603.3413,1.0,obgnme,
uhds_usecol:kper:002_name:mw-104_k:9_j:244_k:70,6603.341,1.0,obgnme,
uhds_usecol:kper:003_name:mw-104_k:9_j:244_k:70,6603.341,1.0,obgnme,
uhds_usecol:kper:004_name:mw-104_k:9_j:244_k:70,6603.3413,1.0,obgnme,
uhds_usecol:kper:005_name:mw-104_k:9_j:244_k:70,6603.341,1.0,obgnme,
uhds_usecol:kper:006_name:mw-104_k:9_j:244_k:70,6603.3403,1.0,obgnme,
uhds_usecol:kper:007_name:mw-104_k:9_j:244_k:70,6603.341,1.0,obgnme,
uhds_usecol:kper:008_name:mw-104_k:9_j:244_k:70,6603.3403,1.0,obgnme,
uhds_usecol:kper:009_name:mw-104_k:9_j:244_k:70,6603.34,1.0,obgnme,
uhds_usecol:kper:010_name:mw-104_k:9_j:244_k:70,6603.3433,1.0,obgnme,
uhds_usecol:kper:011_name:mw-104_k:9_j:244_k:70,6603.35,1.0,obgnme,
uhds_usecol:kper:012_name:mw-104_k:9_j:244_k:70,6603.366,1.0,obgnme,
uhds_usecol:kper:013_name:mw-104_k:9_j:244_k:70,6603.3525,1.0,obgnme,
uhds_usecol:kper:014_name:mw-104_k:9_j:244_k:70,6603.347,1.0,obgnme,
uhds_usecol:kper:015_name:mw-104_k:9_j:244_k:70,6603.373,1.0,obgnme,
uhds_usecol:kper:016_name:mw-104_k:9_j:244_k:70,6603.3784,1.0,obgnme,
uhds_usecol:kper:017_name:mw-104_k:9_j:244_k:70,6603.3486,1.0,obgnme,
uhds_usecol:kper:018_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:019_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:020_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:021_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:022_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:023_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:024_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:025_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:026_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:027_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:028_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:029_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:030_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:031_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:032_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:033_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:034_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:035_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:036_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:037_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:038_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:039_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:040_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:041_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:042_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:043_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:044_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:045_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:046_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:047_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:048_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:049_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:050_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:051_name:mw-104_k:9_j:244_k:70,6603.355,1.0,obgnme,
uhds_usecol:kper:052_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:053_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:054_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:055_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:056_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:057_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:058_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:059_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:060_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:061_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:062_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:063_name:mw-104_k:9_j:244_k:70,6603.355,1.0,obgnme,
uhds_usecol:kper:064_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:065_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:066_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:067_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:068_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:069_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:070_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:071_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:072_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:073_name:mw-104_k:9_j:244_k:70,6603.355,1.0,obgnme,
uhds_usecol:kper:074_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:075_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:076_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:077_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:078_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:079_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:080_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:081_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:082_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:083_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:084_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:085_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:086_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:087_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:088_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:089_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:090_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:091_name:mw-104_k:9_j:244_k:70,6603.3555,1.0,obgnme,
uhds_usecol:kper:000_name:mw-105_k:8_j:243_k:51,6534.7563,1.0,obgnme,
uhds_usecol:kper:001_name:mw-105_k:8_j:243_k:51,6533.927,1.0,obgnme,
uhds_usecol:kper:002_name:mw-105_k:8_j:243_k:51,6533.158,1.0,obgnme,
uhds_usecol:kper:003_name:mw-105_k:8_j:243_k:51,6532.524,1.0,obgnme,
uhds_usecol:kper:004_name:mw-105_k:8_j:243_k:51,6532.023,1.0,obgnme,
uhds_usecol:kper:005_name:mw-105_k:8_j:243_k:51,6531.615,1.0,obgnme,
uhds_usecol:kper:006_name:mw-105_k:8_j:243_k:51,6531.2637,1.0,obgnme,
uhds_usecol:kper:007_name:mw-105_k:8_j:243_k:51,6530.945,1.0,obgnme,
uhds_usecol:kper:008_name:mw-105_k:8_j:243_k:51,6530.6426,1.0,obgnme,
uhds_usecol:kper:009_name:mw-105_k:8_j:243_k:51,6530.348,1.0,obgnme,
uhds_usecol:kper:010_name:mw-105_k:8_j:243_k:51,6530.092,1.0,obgnme,
uhds_usecol:kper:011_name:mw-105_k:8_j:243_k:51,6530.0,1.0,obgnme,
uhds_usecol:kper:012_name:mw-105_k:8_j:243_k:51,6530.4097,1.0,obgnme,
uhds_usecol:kper:013_name:mw-105_k:8_j:243_k:51,6530.379,1.0,obgnme,
uhds_usecol:kper:014_name:mw-105_k:8_j:243_k:51,6530.228,1.0,obgnme,
uhds_usecol:kper:015_name:mw-105_k:8_j:243_k:51,6530.8564,1.0,obgnme,
uhds_usecol:kper:016_name:mw-105_k:8_j:243_k:51,6531.5874,1.0,obgnme,
uhds_usecol:kper:017_name:mw-105_k:8_j:243_k:51,6531.4824,1.0,obgnme,
uhds_usecol:kper:018_name:mw-105_k:8_j:243_k:51,6532.515,1.0,obgnme,
uhds_usecol:kper:019_name:mw-105_k:8_j:243_k:51,6533.651,1.0,obgnme,
uhds_usecol:kper:020_name:mw-105_k:8_j:243_k:51,6534.6445,1.0,obgnme,
uhds_usecol:kper:021_name:mw-105_k:8_j:243_k:51,6535.4434,1.0,obgnme,
uhds_usecol:kper:022_name:mw-105_k:8_j:243_k:51,6535.514,1.0,obgnme,
uhds_usecol:kper:023_name:mw-105_k:8_j:243_k:51,6535.5835,1.0,obgnme,
uhds_usecol:kper:024_name:mw-105_k:8_j:243_k:51,6535.651,1.0,obgnme,
uhds_usecol:kper:025_name:mw-105_k:8_j:243_k:51,6535.717,1.0,obgnme,
uhds_usecol:kper:026_name:mw-105_k:8_j:243_k:51,6535.78,1.0,obgnme,
uhds_usecol:kper:027_name:mw-105_k:8_j:243_k:51,6535.842,1.0,obgnme,
uhds_usecol:kper:028_name:mw-105_k:8_j:243_k:51,6535.902,1.0,obgnme,
uhds_usecol:kper:029_name:mw-105_k:8_j:243_k:51,6535.961,1.0,obgnme,
uhds_usecol:kper:030_name:mw-105_k:8_j:243_k:51,6536.019,1.0,obgnme,
uhds_usecol:kper:031_name:mw-105_k:8_j:243_k:51,6536.076,1.0,obgnme,
uhds_usecol:kper:032_name:mw-105_k:8_j:243_k:51,6536.132,1.0,obgnme,
uhds_usecol:kper:033_name:mw-105_k:8_j:243_k:51,6536.1865,1.0,obgnme,
uhds_usecol:kper:034_name:mw-105_k:8_j:243_k:51,6536.2393,1.0,obgnme,
uhds_usecol:kper:035_name:mw-105_k:8_j:243_k:51,6536.291,1.0,obgnme,
uhds_usecol:kper:036_name:mw-105_k:8_j:243_k:51,6536.342,1.0,obgnme,
uhds_usecol:kper:037_name:mw-105_k:8_j:243_k:51,6536.3916,1.0,obgnme,
uhds_usecol:kper:038_name:mw-105_k:8_j:243_k:51,6536.439,1.0,obgnme,
uhds_usecol:kper:039_name:mw-105_k:8_j:243_k:51,6536.4863,1.0,obgnme,
uhds_usecol:kper:040_name:mw-105_k:8_j:243_k:51,6536.533,1.0,obgnme,
uhds_usecol:kper:041_name:mw-105_k:8_j:243_k:51,6536.5786,1.0,obgnme,
uhds_usecol:kper:042_name:mw-105_k:8_j:243_k:51,6536.624,1.0,obgnme,
uhds_usecol:kper:043_name:mw-105_k:8_j:243_k:51,6536.6675,1.0,obgnme,
uhds_usecol:kper:044_name:mw-105_k:8_j:243_k:51,6536.712,1.0,obgnme,
uhds_usecol:kper:045_name:mw-105_k:8_j:243_k:51,6536.7554,1.0,obgnme,
uhds_usecol:kper:046_name:mw-105_k:8_j:243_k:51,6536.7983,1.0,obgnme,
uhds_usecol:kper:047_name:mw-105_k:8_j:243_k:51,6536.8403,1.0,obgnme,
uhds_usecol:kper:048_name:mw-105_k:8_j:243_k:51,6536.8813,1.0,obgnme,
uhds_usecol:kper:049_name:mw-105_k:8_j:243_k:51,6536.9224,1.0,obgnme,
uhds_usecol:kper:050_name:mw-105_k:8_j:243_k:51,6536.963,1.0,obgnme,
uhds_usecol:kper:051_name:mw-105_k:8_j:243_k:51,6537.0024,1.0,obgnme,
uhds_usecol:kper:052_name:mw-105_k:8_j:243_k:51,6537.042,1.0,obgnme,
uhds_usecol:kper:053_name:mw-105_k:8_j:243_k:51,6537.0806,1.0,obgnme,
uhds_usecol:kper:054_name:mw-105_k:8_j:243_k:51,6537.118,1.0,obgnme,
uhds_usecol:kper:055_name:mw-105_k:8_j:243_k:51,6537.1553,1.0,obgnme,
uhds_usecol:kper:056_name:mw-105_k:8_j:243_k:51,6537.1924,1.0,obgnme,
uhds_usecol:kper:057_name:mw-105_k:8_j:243_k:51,6537.2295,1.0,obgnme,
uhds_usecol:kper:058_name:mw-105_k:8_j:243_k:51,6537.2656,1.0,obgnme,
uhds_usecol:kper:059_name:mw-105_k:8_j:243_k:51,6537.302,1.0,obgnme,
uhds_usecol:kper:060_name:mw-105_k:8_j:243_k:51,6537.3374,1.0,obgnme,
uhds_usecol:kper:061_name:mw-105_k:8_j:243_k:51,6537.3726,1.0,obgnme,
uhds_usecol:kper:062_name:mw-105_k:8_j:243_k:51,6537.4077,1.0,obgnme,
uhds_usecol:kper:063_name:mw-105_k:8_j:243_k:51,6537.4424,1.0,obgnme,
uhds_usecol:kper:064_name:mw-105_k:8_j:243_k:51,6537.477,1.0,obgnme,
uhds_usecol:kper:065_name:mw-105_k:8_j:243_k:51,6537.5103,1.0,obgnme,
uhds_usecol:kper:066_name:mw-105_k:8_j:243_k:51,6537.543,1.0,obgnme,
uhds_usecol:kper:067_name:mw-105_k:8_j:243_k:51,6537.575,1.0,obgnme,
uhds_usecol:kper:068_name:mw-105_k:8_j:243_k:51,6537.6074,1.0,obgnme,
uhds_usecol:kper:069_name:mw-105_k:8_j:243_k:51,6537.639,1.0,obgnme,
uhds_usecol:kper:070_name:mw-105_k:8_j:243_k:51,6537.6714,1.0,obgnme,
uhds_usecol:kper:071_name:mw-105_k:8_j:243_k:51,6537.703,1.0,obgnme,
uhds_usecol:kper:072_name:mw-105_k:8_j:243_k:51,6537.7344,1.0,obgnme,
uhds_usecol:kper:073_name:mw-105_k:8_j:243_k:51,6537.765,1.0,obgnme,
uhds_usecol:kper:074_name:mw-105_k:8_j:243_k:51,6537.795,1.0,obgnme,
uhds_usecol:kper:075_name:mw-105_k:8_j:243_k:51,6537.823,1.0,obgnme,
uhds_usecol:kper:076_name:mw-105_k:8_j:243_k:51,6537.8506,1.0,obgnme,
uhds_usecol:kper:077_name:mw-105_k:8_j:243_k:51,6537.878,1.0,obgnme,
uhds_usecol:kper:078_name:mw-105_k:8_j:243_k:51,6537.9053,1.0,obgnme,
uhds_usecol:kper:079_name:mw-105_k:8_j:243_k:51,6537.932,1.0,obgnme,
uhds_usecol:kper:080_name:mw-105_k:8_j:243_k:51,6537.959,1.0,obgnme,
uhds_usecol:kper:081_name:mw-105_k:8_j:243_k:51,6537.986,1.0,obgnme,
uhds_usecol:kper:082_name:mw-105_k:8_j:243_k:51,6538.222,1.0,obgnme,
uhds_usecol:kper:083_name:mw-105_k:8_j:243_k:51,6538.4355,1.0,obgnme,
uhds_usecol:kper:084_name:mw-105_k:8_j:243_k:51,6538.625,1.0,obgnme,
uhds_usecol:kper:085_name:mw-105_k:8_j:243_k:51,6538.7974,1.0,obgnme,
uhds_usecol:kper:086_name:mw-105_k:8_j:243_k:51,6538.9575,1.0,obgnme,
uhds_usecol:kper:087_name:mw-105_k:8_j:243_k:51,6539.1025,1.0,obgnme,
uhds_usecol:kper:088_name:mw-105_k:8_j:243_k:51,6539.2314,1.0,obgnme,
uhds_usecol:kper:089_name:mw-105_k:8_j:243_k:51,6539.342,1.0,obgnme,
uhds_usecol:kper:090_name:mw-105_k:8_j:243_k:51,6539.4424,1.0,obgnme,
uhds_usecol:kper:091_name:mw-105_k:8_j:243_k:51,6539.5273,1.0,obgnme,
uhds_usecol:kper:000_name:mw-108_k:9_j:158_k:48,6487.6763,1.0,obgnme,
uhds_usecol:kper:001_name:mw-108_k:9_j:158_k:48,6486.49,1.0,obgnme,
uhds_usecol:kper:002_name:mw-108_k:9_j:158_k:48,6485.4434,1.0,obgnme,
uhds_usecol:kper:003_name:mw-108_k:9_j:158_k:48,6484.6245,1.0,obgnme,
uhds_usecol:kper:004_name:mw-108_k:9_j:158_k:48,6484.0083,1.0,obgnme,
uhds_usecol:kper:005_name:mw-108_k:9_j:158_k:48,6483.5547,1.0,obgnme,
uhds_usecol:kper:006_name:mw-108_k:9_j:158_k:48,6483.2183,1.0,obgnme,
uhds_usecol:kper:007_name:mw-108_k:9_j:158_k:48,6482.9663,1.0,obgnme,
uhds_usecol:kper:008_name:mw-108_k:9_j:158_k:48,6482.779,1.0,obgnme,
uhds_usecol:kper:009_name:mw-108_k:9_j:158_k:48,6482.6333,1.0,obgnme,
uhds_usecol:kper:010_name:mw-108_k:9_j:158_k:48,6482.5522,1.0,obgnme,
uhds_usecol:kper:011_name:mw-108_k:9_j:158_k:48,6482.628,1.0,obgnme,
uhds_usecol:kper:012_name:mw-108_k:9_j:158_k:48,6483.1987,1.0,obgnme,
uhds_usecol:kper:013_name:mw-108_k:9_j:158_k:48,6483.4624,1.0,obgnme,
uhds_usecol:kper:014_name:mw-108_k:9_j:158_k:48,6483.6084,1.0,obgnme,
uhds_usecol:kper:015_name:mw-108_k:9_j:158_k:48,6484.4185,1.0,obgnme,
uhds_usecol:kper:016_name:mw-108_k:9_j:158_k:48,6485.443,1.0,obgnme,
uhds_usecol:kper:017_name:mw-108_k:9_j:158_k:48,6485.7314,1.0,obgnme,
uhds_usecol:kper:018_name:mw-108_k:9_j:158_k:48,6488.567,1.0,obgnme,
uhds_usecol:kper:019_name:mw-108_k:9_j:158_k:48,6489.9907,1.0,obgnme,
uhds_usecol:kper:020_name:mw-108_k:9_j:158_k:48,6490.7524,1.0,obgnme,
uhds_usecol:kper:021_name:mw-108_k:9_j:158_k:48,6491.253,1.0,obgnme,
uhds_usecol:kper:022_name:mw-108_k:9_j:158_k:48,6491.286,1.0,obgnme,
uhds_usecol:kper:023_name:mw-108_k:9_j:158_k:48,6491.3203,1.0,obgnme,
uhds_usecol:kper:024_name:mw-108_k:9_j:158_k:48,6491.3423,1.0,obgnme,
uhds_usecol:kper:025_name:mw-108_k:9_j:158_k:48,6491.3774,1.0,obgnme,
uhds_usecol:kper:026_name:mw-108_k:9_j:158_k:48,6491.411,1.0,obgnme,
uhds_usecol:kper:027_name:mw-108_k:9_j:158_k:48,6491.4443,1.0,obgnme,
uhds_usecol:kper:028_name:mw-108_k:9_j:158_k:48,6491.486,1.0,obgnme,
uhds_usecol:kper:029_name:mw-108_k:9_j:158_k:48,6491.5312,1.0,obgnme,
uhds_usecol:kper:030_name:mw-108_k:9_j:158_k:48,6491.5703,1.0,obgnme,
uhds_usecol:kper:031_name:mw-108_k:9_j:158_k:48,6491.5913,1.0,obgnme,
uhds_usecol:kper:032_name:mw-108_k:9_j:158_k:48,6491.6255,1.0,obgnme,
uhds_usecol:kper:033_name:mw-108_k:9_j:158_k:48,6491.653,1.0,obgnme,
uhds_usecol:kper:034_name:mw-108_k:9_j:158_k:48,6491.673,1.0,obgnme,
uhds_usecol:kper:035_name:mw-108_k:9_j:158_k:48,6491.6987,1.0,obgnme,
uhds_usecol:kper:036_name:mw-108_k:9_j:158_k:48,6491.718,1.0,obgnme,
uhds_usecol:kper:037_name:mw-108_k:9_j:158_k:48,6491.7427,1.0,obgnme,
uhds_usecol:kper:038_name:mw-108_k:9_j:158_k:48,6491.764,1.0,obgnme,
uhds_usecol:kper:039_name:mw-108_k:9_j:158_k:48,6491.8066,1.0,obgnme,
uhds_usecol:kper:040_name:mw-108_k:9_j:158_k:48,6491.8438,1.0,obgnme,
uhds_usecol:kper:041_name:mw-108_k:9_j:158_k:48,6491.8784,1.0,obgnme,
uhds_usecol:kper:042_name:mw-108_k:9_j:158_k:48,6491.918,1.0,obgnme,
uhds_usecol:kper:043_name:mw-108_k:9_j:158_k:48,6491.9414,1.0,obgnme,
uhds_usecol:kper:044_name:mw-108_k:9_j:158_k:48,6491.973,1.0,obgnme,
uhds_usecol:kper:045_name:mw-108_k:9_j:158_k:48,6492.003,1.0,obgnme,
