obsnme,obsval,weight,obgnme,extra
ucon_usecol:kper:055_name:mw-119_k:10_j:163_k:58,99.87096,1.0,obgnme,
ucon_usecol:kper:056_name:mw-119_k:10_j:163_k:58,197.00406,1.0,obgnme,
ucon_usecol:kper:057_name:mw-119_k:10_j:163_k:58,301.18466,1.0,obgnme,
ucon_usecol:kper:058_name:mw-119_k:10_j:163_k:58,399.35776,1.0,obgnme,
ucon_usecol:kper:059_name:mw-119_k:10_j:163_k:58,486.0631,1.0,obgnme,
ucon_usecol:kper:060_name:mw-119_k:10_j:163_k:58,558.30597,1.0,obgnme,
ucon_usecol:kper:061_name:mw-119_k:10_j:163_k:58,619.40283,1.0,obgnme,
ucon_usecol:kper:062_name:mw-119_k:10_j:163_k:58,669.2348,1.0,obgnme,
ucon_usecol:kper:063_name:mw-119_k:10_j:163_k:58,708.92523,1.0,obgnme,
ucon_usecol:kper:064_name:mw-119_k:10_j:163_k:58,738.46136,1.0,obgnme,
ucon_usecol:kper:065_name:mw-119_k:10_j:163_k:58,763.7386,1.0,obgnme,
ucon_usecol:kper:066_name:mw-119_k:10_j:163_k:58,788.8225,1.0,obgnme,
ucon_usecol:kper:067_name:mw-119_k:10_j:163_k:58,812.32074,1.0,obgnme,
ucon_usecol:kper:068_name:mw-119_k:10_j:163_k:58,832.953,1.0,obgnme,
ucon_usecol:kper:069_name:mw-119_k:10_j:163_k:58,852.15643,1.0,obgnme,
ucon_usecol:kper:070_name:mw-119_k:10_j:163_k:58,868.36444,1.0,obgnme,
ucon_usecol:kper:071_name:mw-119_k:10_j:163_k:58,883.8517,1.0,obgnme,
ucon_usecol:kper:072_name:mw-119_k:10_j:163_k:58,897.36597,1.0,obgnme,
ucon_usecol:kper:073_name:mw-119_k:10_j:163_k:58,907.95776,1.0,obgnme,
ucon_usecol:kper:074_name:mw-119_k:10_j:163_k:58,918.07074,1.0,obgnme,
ucon_usecol:kper:075_name:mw-119_k:10_j:163_k:58,929.18677,1.0,obgnme,
ucon_usecol:kper:076_name:mw-119_k:10_j:163_k:58,938.60706,1.0,obgnme,
ucon_usecol:kper:077_name:mw-119_k:10_j:163_k:58,948.0513,1.0,obgnme,
ucon_usecol:kper:078_name:mw-119_k:10_j:163_k:58,956.56036,1.0,obgnme,
ucon_usecol:kper:079_name:mw-119_k:10_j:163_k:58,962.5684,1.0,obgnme,
ucon_usecol:kper:080_name:mw-119_k:10_j:163_k:58,968.8497,1.0,obgnme,
ucon_usecol:kper:081_name:mw-119_k:10_j:163_k:58,975.12775,1.0,obgnme,
ucon_usecol:kper:082_name:mw-119_k:10_j:163_k:58,1027.1251,1.0,obgnme,
ucon_usecol:kper:083_name:mw-119_k:10_j:163_k:58,1057.7054,1.0,obgnme,
ucon_usecol:kper:084_name:mw-119_k:10_j:163_k:58,1078.068,1.0,obgnme,
ucon_usecol:kper:085_name:mw-119_k:10_j:163_k:58,1093.1375,1.0,obgnme,
ucon_usecol:kper:086_name:mw-119_k:10_j:163_k:58,1109.7288,1.0,obgnme,
ucon_usecol:kper:087_name:mw-119_k:10_j:163_k:58,1124.6226,1.0,obgnme,
ucon_usecol:kper:088_name:mw-119_k:10_j:163_k:58,1138.0876,1.0,obgnme,
ucon_usecol:kper:089_name:mw-119_k:10_j:163_k:58,1147.2095,1.0,obgnme,
ucon_usecol:kper:090_name:mw-119_k:10_j:163_k:58,1156.3135,1.0,obgnme,
ucon_usecol:kper:091_name:mw-119_k:10_j:163_k:58,1163.745,1.0,obgnme,
ucon_usecol:kper:000_name:mw-120_k:8_j:256_k:51,6.1376337000000004e-27,1.0,obgnme,
ucon_usecol:kper:001_name:mw-120_k:8_j:256_k:51,6.1040469999999995e-24,1.0,obgnme,
ucon_usecol:kper:002_name:mw-120_k:8_j:256_k:51,3.1410248000000005e-22,1.0,obgnme,
ucon_usecol:kper:003_name:mw-120_k:8_j:256_k:51,4.654768e-21,1.0,obgnme,
ucon_usecol:kper:004_name:mw-120_k:8_j:256_k:51,3.4081308e-20,1.0,obgnme,
ucon_usecol:kper:005_name:mw-120_k:8_j:256_k:51,1.6591863e-19,1.0,obgnme,
ucon_usecol:kper:006_name:mw-120_k:8_j:256_k:51,6.1557013e-19,1.0,obgnme,
ucon_usecol:kper:007_name:mw-120_k:8_j:256_k:51,1.8770597999999996e-18,1.0,obgnme,
ucon_usecol:kper:008_name:mw-120_k:8_j:256_k:51,4.910638e-18,1.0,obgnme,
ucon_usecol:kper:009_name:mw-120_k:8_j:256_k:51,1.131167e-17,1.0,obgnme,
ucon_usecol:kper:010_name:mw-120_k:8_j:256_k:51,2.3525114e-17,1.0,obgnme,
ucon_usecol:kper:011_name:mw-120_k:8_j:256_k:51,4.5091048e-17,1.0,obgnme,
ucon_usecol:kper:012_name:mw-120_k:8_j:256_k:51,8.1218753e-17,1.0,obgnme,
ucon_usecol:kper:013_name:mw-120_k:8_j:256_k:51,1.398165e-16,1.0,obgnme,
ucon_usecol:kper:014_name:mw-120_k:8_j:256_k:51,2.3209312e-16,1.0,obgnme,
ucon_usecol:kper:015_name:mw-120_k:8_j:256_k:51,3.6962723e-16,1.0,obgnme,
ucon_usecol:kper:016_name:mw-120_k:8_j:256_k:51,5.682851e-16,1.0,obgnme,
ucon_usecol:kper:017_name:mw-120_k:8_j:256_k:51,8.594353e-16,1.0,obgnme,
ucon_usecol:kper:018_name:mw-120_k:8_j:256_k:51,2.9125167e-14,1.0,obgnme,
ucon_usecol:kper:019_name:mw-120_k:8_j:256_k:51,2.7192783e-13,1.0,obgnme,
ucon_usecol:kper:020_name:mw-120_k:8_j:256_k:51,1.20718e-12,1.0,obgnme,
ucon_usecol:kper:021_name:mw-120_k:8_j:256_k:51,3.1196447e-12,1.0,obgnme,
ucon_usecol:kper:022_name:mw-120_k:8_j:256_k:51,3.3443285e-12,1.0,obgnme,
ucon_usecol:kper:023_name:mw-120_k:8_j:256_k:51,3.5708988e-12,1.0,obgnme,
ucon_usecol:kper:024_name:mw-120_k:8_j:256_k:51,3.7983132e-12,1.0,obgnme,
ucon_usecol:kper:025_name:mw-120_k:8_j:256_k:51,4.025614e-12,1.0,obgnme,
ucon_usecol:kper:026_name:mw-120_k:8_j:256_k:51,4.2514954e-12,1.0,obgnme,
ucon_usecol:kper:027_name:mw-120_k:8_j:256_k:51,4.474549e-12,1.0,obgnme,
ucon_usecol:kper:028_name:mw-120_k:8_j:256_k:51,4.6936886e-12,1.0,obgnme,
ucon_usecol:kper:029_name:mw-120_k:8_j:256_k:51,4.9076663e-12,1.0,obgnme,
ucon_usecol:kper:030_name:mw-120_k:8_j:256_k:51,5.1154935e-12,1.0,obgnme,
ucon_usecol:kper:031_name:mw-120_k:8_j:256_k:51,5.3167943e-12,1.0,obgnme,
ucon_usecol:kper:032_name:mw-120_k:8_j:256_k:51,5.509668e-12,1.0,obgnme,
ucon_usecol:kper:033_name:mw-120_k:8_j:256_k:51,5.693502e-12,1.0,obgnme,
ucon_usecol:kper:034_name:mw-120_k:8_j:256_k:51,5.8672607e-12,1.0,obgnme,
ucon_usecol:kper:035_name:mw-120_k:8_j:256_k:51,6.0299743e-12,1.0,obgnme,
ucon_usecol:kper:036_name:mw-120_k:8_j:256_k:51,6.1818025e-12,1.0,obgnme,
ucon_usecol:kper:037_name:mw-120_k:8_j:256_k:51,6.3215366e-12,1.0,obgnme,
ucon_usecol:kper:038_name:mw-120_k:8_j:256_k:51,6.4489867e-12,1.0,obgnme,
ucon_usecol:kper:039_name:mw-120_k:8_j:256_k:51,6.5634026e-12,1.0,obgnme,
ucon_usecol:kper:040_name:mw-120_k:8_j:256_k:51,6.66479e-12,1.0,obgnme,
ucon_usecol:kper:041_name:mw-120_k:8_j:256_k:51,6.7534034e-12,1.0,obgnme,
ucon_usecol:kper:042_name:mw-120_k:8_j:256_k:51,6.828705e-12,1.0,obgnme,
ucon_usecol:kper:043_name:mw-120_k:8_j:256_k:51,6.892317e-12,1.0,obgnme,
ucon_usecol:kper:044_name:mw-120_k:8_j:256_k:51,6.9424887e-12,1.0,obgnme,
ucon_usecol:kper:045_name:mw-120_k:8_j:256_k:51,6.9784105e-12,1.0,obgnme,
ucon_usecol:kper:046_name:mw-120_k:8_j:256_k:51,6.9995706e-12,1.0,obgnme,
ucon_usecol:kper:047_name:mw-120_k:8_j:256_k:51,7.0064267e-12,1.0,obgnme,
ucon_usecol:kper:048_name:mw-120_k:8_j:256_k:51,7.0007338e-12,1.0,obgnme,
ucon_usecol:kper:049_name:mw-120_k:8_j:256_k:51,6.981367e-12,1.0,obgnme,
ucon_usecol:kper:050_name:mw-120_k:8_j:256_k:51,6.949052e-12,1.0,obgnme,
ucon_usecol:kper:051_name:mw-120_k:8_j:256_k:51,6.9048612e-12,1.0,obgnme,
ucon_usecol:kper:052_name:mw-120_k:8_j:256_k:51,6.849283e-12,1.0,obgnme,
ucon_usecol:kper:053_name:mw-120_k:8_j:256_k:51,6.7834982e-12,1.0,obgnme,
ucon_usecol:kper:054_name:mw-120_k:8_j:256_k:51,6.7082273e-12,1.0,obgnme,
ucon_usecol:kper:055_name:mw-120_k:8_j:256_k:51,6.6245637e-12,1.0,obgnme,
ucon_usecol:kper:056_name:mw-120_k:8_j:256_k:51,6.533968e-12,1.0,obgnme,
ucon_usecol:kper:057_name:mw-120_k:8_j:256_k:51,6.4372197e-12,1.0,obgnme,
ucon_usecol:kper:058_name:mw-120_k:8_j:256_k:51,6.3343462e-12,1.0,obgnme,
ucon_usecol:kper:059_name:mw-120_k:8_j:256_k:51,6.22676e-12,1.0,obgnme,
ucon_usecol:kper:060_name:mw-120_k:8_j:256_k:51,6.1152307e-12,1.0,obgnme,
ucon_usecol:kper:061_name:mw-120_k:8_j:256_k:51,6.0007043e-12,1.0,obgnme,
ucon_usecol:kper:062_name:mw-120_k:8_j:256_k:51,5.8836664e-12,1.0,obgnme,
ucon_usecol:kper:063_name:mw-120_k:8_j:256_k:51,5.76509e-12,1.0,obgnme,
ucon_usecol:kper:064_name:mw-120_k:8_j:256_k:51,5.6453752e-12,1.0,obgnme,
ucon_usecol:kper:065_name:mw-120_k:8_j:256_k:51,5.525013e-12,1.0,obgnme,
ucon_usecol:kper:066_name:mw-120_k:8_j:256_k:51,5.404315e-12,1.0,obgnme,
ucon_usecol:kper:067_name:mw-120_k:8_j:256_k:51,5.2838354e-12,1.0,obgnme,
ucon_usecol:kper:068_name:mw-120_k:8_j:256_k:51,5.1640914e-12,1.0,obgnme,
ucon_usecol:kper:069_name:mw-120_k:8_j:256_k:51,5.0456713e-12,1.0,obgnme,
ucon_usecol:kper:070_name:mw-120_k:8_j:256_k:51,4.9286955e-12,1.0,obgnme,
ucon_usecol:kper:071_name:mw-120_k:8_j:256_k:51,4.8134613e-12,1.0,obgnme,
ucon_usecol:kper:072_name:mw-120_k:8_j:256_k:51,4.7000012e-12,1.0,obgnme,
ucon_usecol:kper:073_name:mw-120_k:8_j:256_k:51,4.5886975e-12,1.0,obgnme,
ucon_usecol:kper:074_name:mw-120_k:8_j:256_k:51,4.4795057e-12,1.0,obgnme,
ucon_usecol:kper:075_name:mw-120_k:8_j:256_k:51,4.372687e-12,1.0,obgnme,
ucon_usecol:kper:076_name:mw-120_k:8_j:256_k:51,4.268095e-12,1.0,obgnme,
ucon_usecol:kper:077_name:mw-120_k:8_j:256_k:51,4.1659285e-12,1.0,obgnme,
ucon_usecol:kper:078_name:mw-120_k:8_j:256_k:51,4.0660513e-12,1.0,obgnme,
ucon_usecol:kper:079_name:mw-120_k:8_j:256_k:51,3.9684957e-12,1.0,obgnme,
ucon_usecol:kper:080_name:mw-120_k:8_j:256_k:51,3.873425e-12,1.0,obgnme,
ucon_usecol:kper:081_name:mw-120_k:8_j:256_k:51,3.7808376e-12,1.0,obgnme,
ucon_usecol:kper:082_name:mw-120_k:8_j:256_k:51,2.9781017e-12,1.0,obgnme,
ucon_usecol:kper:083_name:mw-120_k:8_j:256_k:51,2.3595258e-12,1.0,obgnme,
ucon_usecol:kper:084_name:mw-120_k:8_j:256_k:51,2.3538606e-12,1.0,obgnme,
ucon_usecol:kper:085_name:mw-120_k:8_j:256_k:51,2.2240146e-12,1.0,obgnme,
ucon_usecol:kper:086_name:mw-120_k:8_j:256_k:51,1.9604414e-12,1.0,obgnme,
ucon_usecol:kper:087_name:mw-120_k:8_j:256_k:51,1.6548275e-12,1.0,obgnme,
ucon_usecol:kper:088_name:mw-120_k:8_j:256_k:51,1.3511754e-12,1.0,obgnme,
ucon_usecol:kper:089_name:mw-120_k:8_j:256_k:51,1.073265e-12,1.0,obgnme,
ucon_usecol:kper:090_name:mw-120_k:8_j:256_k:51,8.3232553e-13,1.0,obgnme,
ucon_usecol:kper:091_name:mw-120_k:8_j:256_k:51,6.3219596e-13,1.0,obgnme,
ucon_usecol:kper:000_name:mw-123_k:11_j:214_k:38,6.494999e-13,1.0,obgnme,
ucon_usecol:kper:001_name:mw-123_k:11_j:214_k:38,3.1044237e-11,1.0,obgnme,
ucon_usecol:kper:002_name:mw-123_k:11_j:214_k:38,2.659186e-09,1.0,obgnme,
ucon_usecol:kper:003_name:mw-123_k:11_j:214_k:38,5.834688e-08,1.0,obgnme,
ucon_usecol:kper:004_name:mw-123_k:11_j:214_k:38,6.2910453e-07,1.0,obgnme,
ucon_usecol:kper:005_name:mw-123_k:11_j:214_k:38,4.2447496e-06,1.0,obgnme,
ucon_usecol:kper:006_name:mw-123_k:11_j:214_k:38,1.790363e-05,1.0,obgnme,
ucon_usecol:kper:007_name:mw-123_k:11_j:214_k:38,5.1770592e-05,1.0,obgnme,
ucon_usecol:kper:008_name:mw-123_k:11_j:214_k:38,0.00010811359,1.0,obgnme,
ucon_usecol:kper:009_name:mw-123_k:11_j:214_k:38,0.00017362599,1.0,obgnme,
ucon_usecol:kper:010_name:mw-123_k:11_j:214_k:38,0.00023032898,1.0,obgnme,
ucon_usecol:kper:011_name:mw-123_k:11_j:214_k:38,0.00026430745,1.0,obgnme,
ucon_usecol:kper:012_name:mw-123_k:11_j:214_k:38,0.00027620897,1.0,obgnme,
ucon_usecol:kper:013_name:mw-123_k:11_j:214_k:38,0.00027460878,1.0,obgnme,
ucon_usecol:kper:014_name:mw-123_k:11_j:214_k:38,0.00026432157,1.0,obgnme,
ucon_usecol:kper:015_name:mw-123_k:11_j:214_k:38,0.00024233472,1.0,obgnme,
ucon_usecol:kper:016_name:mw-123_k:11_j:214_k:38,0.00020589303,1.0,obgnme,
ucon_usecol:kper:017_name:mw-123_k:11_j:214_k:38,0.00016349515,1.0,obgnme,
ucon_usecol:kper:018_name:mw-123_k:11_j:214_k:38,4.588794e-06,1.0,obgnme,
ucon_usecol:kper:019_name:mw-123_k:11_j:214_k:38,3.861633e-06,1.0,obgnme,
ucon_usecol:kper:020_name:mw-123_k:11_j:214_k:38,0.0005274137,1.0,obgnme,
ucon_usecol:kper:021_name:mw-123_k:11_j:214_k:38,0.0041591064,1.0,obgnme,
ucon_usecol:kper:022_name:mw-123_k:11_j:214_k:38,0.004923037,1.0,obgnme,
ucon_usecol:kper:023_name:mw-123_k:11_j:214_k:38,0.0058119907,1.0,obgnme,
ucon_usecol:kper:024_name:mw-123_k:11_j:214_k:38,0.0068383594,1.0,obgnme,
ucon_usecol:kper:025_name:mw-123_k:11_j:214_k:38,0.008032682,1.0,obgnme,
ucon_usecol:kper:026_name:mw-123_k:11_j:214_k:38,0.009417239,1.0,obgnme,
ucon_usecol:kper:027_name:mw-123_k:11_j:214_k:38,0.011006317,1.0,obgnme,
ucon_usecol:kper:028_name:mw-123_k:11_j:214_k:38,0.012797525,1.0,obgnme,
ucon_usecol:kper:029_name:mw-123_k:11_j:214_k:38,0.014799135,1.0,obgnme,
ucon_usecol:kper:030_name:mw-123_k:11_j:214_k:38,0.016997382,1.0,obgnme,
ucon_usecol:kper:031_name:mw-123_k:11_j:214_k:38,0.019351723,1.0,obgnme,
ucon_usecol:kper:032_name:mw-123_k:11_j:214_k:38,0.021857854,1.0,obgnme,
ucon_usecol:kper:033_name:mw-123_k:11_j:214_k:38,0.024477756,1.0,obgnme,
ucon_usecol:kper:034_name:mw-123_k:11_j:214_k:38,0.027178504,1.0,obgnme,
ucon_usecol:kper:035_name:mw-123_k:11_j:214_k:38,0.02991827,1.0,obgnme,
ucon_usecol:kper:036_name:mw-123_k:11_j:214_k:38,0.03266142,1.0,obgnme,
ucon_usecol:kper:037_name:mw-123_k:11_j:214_k:38,0.035373084,1.0,obgnme,
ucon_usecol:kper:038_name:mw-123_k:11_j:214_k:38,0.038027972,1.0,obgnme,
ucon_usecol:kper:039_name:mw-123_k:11_j:214_k:38,0.040600523,1.0,obgnme,
ucon_usecol:kper:040_name:mw-123_k:11_j:214_k:38,0.04307963,1.0,obgnme,
ucon_usecol:kper:041_name:mw-123_k:11_j:214_k:38,0.045458388,1.0,obgnme,
ucon_usecol:kper:042_name:mw-123_k:11_j:214_k:38,0.04773451,1.0,obgnme,
ucon_usecol:kper:043_name:mw-123_k:11_j:214_k:38,0.04992235,1.0,obgnme,
ucon_usecol:kper:044_name:mw-123_k:11_j:214_k:38,0.052024115,1.0,obgnme,
ucon_usecol:kper:045_name:mw-123_k:11_j:214_k:38,0.054054476,1.0,obgnme,
ucon_usecol:kper:046_name:mw-123_k:11_j:214_k:38,0.056028157,1.0,obgnme,
ucon_usecol:kper:047_name:mw-123_k:11_j:214_k:38,0.057962656,1.0,obgnme,
ucon_usecol:kper:048_name:mw-123_k:11_j:214_k:38,0.05987213,1.0,obgnme,
ucon_usecol:kper:049_name:mw-123_k:11_j:214_k:38,0.061765473,1.0,obgnme,
ucon_usecol:kper:050_name:mw-123_k:11_j:214_k:38,0.063657865,1.0,obgnme,
ucon_usecol:kper:051_name:mw-123_k:11_j:214_k:38,0.06556005,1.0,obgnme,
ucon_usecol:kper:052_name:mw-123_k:11_j:214_k:38,0.06748134,1.0,obgnme,
ucon_usecol:kper:053_name:mw-123_k:11_j:214_k:38,0.06942724,1.0,obgnme,
ucon_usecol:kper:054_name:mw-123_k:11_j:214_k:38,0.07140053,1.0,obgnme,
ucon_usecol:kper:055_name:mw-123_k:11_j:214_k:38,0.0734021,1.0,obgnme,
ucon_usecol:kper:056_name:mw-123_k:11_j:214_k:38,0.07543244,1.0,obgnme,
ucon_usecol:kper:057_name:mw-123_k:11_j:214_k:38,0.07748883,1.0,obgnme,
ucon_usecol:kper:058_name:mw-123_k:11_j:214_k:38,0.07957343,1.0,obgnme,
ucon_usecol:kper:059_name:mw-123_k:11_j:214_k:38,0.08167945,1.0,obgnme,
ucon_usecol:kper:060_name:mw-123_k:11_j:214_k:38,0.08380329,1.0,obgnme,
ucon_usecol:kper:061_name:mw-123_k:11_j:214_k:38,0.08593867,1.0,obgnme,
ucon_usecol:kper:062_name:mw-123_k:11_j:214_k:38,0.08808277,1.0,obgnme,
ucon_usecol:kper:063_name:mw-123_k:11_j:214_k:38,0.09022834,1.0,obgnme,
ucon_usecol:kper:064_name:mw-123_k:11_j:214_k:38,0.09237571,1.0,obgnme,
ucon_usecol:kper:065_name:mw-123_k:11_j:214_k:38,0.094515905,1.0,obgnme,
ucon_usecol:kper:066_name:mw-123_k:11_j:214_k:38,0.09664248,1.0,obgnme,
ucon_usecol:kper:067_name:mw-123_k:11_j:214_k:38,0.098749086,1.0,obgnme,
ucon_usecol:kper:068_name:mw-123_k:11_j:214_k:38,0.100831576,1.0,obgnme,
ucon_usecol:kper:069_name:mw-123_k:11_j:214_k:38,0.10288285,1.0,obgnme,
ucon_usecol:kper:070_name:mw-123_k:11_j:214_k:38,0.10489923,1.0,obgnme,
ucon_usecol:kper:071_name:mw-123_k:11_j:214_k:38,0.10687291,1.0,obgnme,
ucon_usecol:kper:072_name:mw-123_k:11_j:214_k:38,0.10880784,1.0,obgnme,
ucon_usecol:kper:073_name:mw-123_k:11_j:214_k:38,0.11069632,1.0,obgnme,
ucon_usecol:kper:074_name:mw-123_k:11_j:214_k:38,0.11253413,1.0,obgnme,
ucon_usecol:kper:075_name:mw-123_k:11_j:214_k:38,0.114314504,1.0,obgnme,
ucon_usecol:kper:076_name:mw-123_k:11_j:214_k:38,0.11603208,1.0,obgnme,
ucon_usecol:kper:077_name:mw-123_k:11_j:214_k:38,0.117683716,1.0,obgnme,
ucon_usecol:kper:078_name:mw-123_k:11_j:214_k:38,0.11926923,1.0,obgnme,
ucon_usecol:kper:079_name:mw-123_k:11_j:214_k:38,0.12078211,1.0,obgnme,
ucon_usecol:kper:080_name:mw-123_k:11_j:214_k:38,0.1222177,1.0,obgnme,
ucon_usecol:kper:081_name:mw-123_k:11_j:214_k:38,0.12356887,1.0,obgnme,
ucon_usecol:kper:082_name:mw-123_k:11_j:214_k:38,0.13163234,1.0,obgnme,
ucon_usecol:kper:083_name:mw-123_k:11_j:214_k:38,0.13002986,1.0,obgnme,
ucon_usecol:kper:084_name:mw-123_k:11_j:214_k:38,0.12093795,1.0,obgnme,
ucon_usecol:kper:085_name:mw-123_k:11_j:214_k:38,0.10743101,1.0,obgnme,
ucon_usecol:kper:086_name:mw-123_k:11_j:214_k:38,0.095132425,1.0,obgnme,
ucon_usecol:kper:087_name:mw-123_k:11_j:214_k:38,0.08565732,1.0,obgnme,
ucon_usecol:kper:088_name:mw-123_k:11_j:214_k:38,0.077956624,1.0,obgnme,
ucon_usecol:kper:089_name:mw-123_k:11_j:214_k:38,0.07224421,1.0,obgnme,
ucon_usecol:kper:090_name:mw-123_k:11_j:214_k:38,0.068010144,1.0,obgnme,
ucon_usecol:kper:091_name:mw-123_k:11_j:214_k:38,0.065190196,1.0,obgnme,
ucon_usecol:kper:000_name:mw-124_k:8_j:144_k:51,2.4933670999999998e-29,1.0,obgnme,
ucon_usecol:kper:001_name:mw-124_k:8_j:144_k:51,5.8836836e-22,1.0,obgnme,
ucon_usecol:kper:002_name:mw-124_k:8_j:144_k:51,-1.6105328e-19,1.0,obgnme,
ucon_usecol:kper:003_name:mw-124_k:8_j:144_k:51,-1.356638e-15,1.0,obgnme,
ucon_usecol:kper:004_name:mw-124_k:8_j:144_k:51,-1.9878587e-13,1.0,obgnme,
ucon_usecol:kper:005_name:mw-124_k:8_j:144_k:51,-4.6205244e-12,1.0,obgnme,
ucon_usecol:kper:006_name:mw-124_k:8_j:144_k:51,-8.004079e-12,1.0,obgnme,
ucon_usecol:kper:007_name:mw-124_k:8_j:144_k:51,5.4051333e-11,1.0,obgnme,
ucon_usecol:kper:008_name:mw-124_k:8_j:144_k:51,3.089296e-09,1.0,obgnme,
ucon_usecol:kper:009_name:mw-124_k:8_j:144_k:51,2.8334293e-07,1.0,obgnme,
ucon_usecol:kper:010_name:mw-124_k:8_j:144_k:51,3.126316e-05,1.0,obgnme,
ucon_usecol:kper:011_name:mw-124_k:8_j:144_k:51,0.0042483243,1.0,obgnme,
ucon_usecol:kper:012_name:mw-124_k:8_j:144_k:51,0.20170346,1.0,obgnme,
ucon_usecol:kper:013_name:mw-124_k:8_j:144_k:51,2.3928592,1.0,obgnme,
ucon_usecol:kper:014_name:mw-124_k:8_j:144_k:51,10.749636,1.0,obgnme,
ucon_usecol:kper:015_name:mw-124_k:8_j:144_k:51,26.724342,1.0,obgnme,
ucon_usecol:kper:016_name:mw-124_k:8_j:144_k:51,45.85128,1.0,obgnme,
ucon_usecol:kper:017_name:mw-124_k:8_j:144_k:51,60.70716,1.0,obgnme,
ucon_usecol:kper:018_name:mw-124_k:8_j:144_k:51,97.417435,1.0,obgnme,
ucon_usecol:kper:019_name:mw-124_k:8_j:144_k:51,226.06247,1.0,obgnme,
ucon_usecol:kper:020_name:mw-124_k:8_j:144_k:51,236.34247,1.0,obgnme,
ucon_usecol:kper:021_name:mw-124_k:8_j:144_k:51,176.43729,1.0,obgnme,
ucon_usecol:kper:022_name:mw-124_k:8_j:144_k:51,172.16583,1.0,obgnme,
ucon_usecol:kper:023_name:mw-124_k:8_j:144_k:51,168.73915,1.0,obgnme,
ucon_usecol:kper:024_name:mw-124_k:8_j:144_k:51,166.27791,1.0,obgnme,
ucon_usecol:kper:025_name:mw-124_k:8_j:144_k:51,164.88812,1.0,obgnme,
ucon_usecol:kper:026_name:mw-124_k:8_j:144_k:51,164.17255,1.0,obgnme,
ucon_usecol:kper:027_name:mw-124_k:8_j:144_k:51,164.2913,1.0,obgnme,
ucon_usecol:kper:028_name:mw-124_k:8_j:144_k:51,165.33917,1.0,obgnme,
ucon_usecol:kper:029_name:mw-124_k:8_j:144_k:51,167.27765,1.0,obgnme,
ucon_usecol:kper:030_name:mw-124_k:8_j:144_k:51,169.92737,1.0,obgnme,
ucon_usecol:kper:031_name:mw-124_k:8_j:144_k:51,173.09358,1.0,obgnme,
ucon_usecol:kper:032_name:mw-124_k:8_j:144_k:51,176.8507,1.0,obgnme,
ucon_usecol:kper:033_name:mw-124_k:8_j:144_k:51,181.19252,1.0,obgnme,
ucon_usecol:kper:034_name:mw-124_k:8_j:144_k:51,186.11606,1.0,obgnme,
ucon_usecol:kper:035_name:mw-124_k:8_j:144_k:51,191.58932,1.0,obgnme,
ucon_usecol:kper:036_name:mw-124_k:8_j:144_k:51,197.55862,1.0,obgnme,
ucon_usecol:kper:037_name:mw-124_k:8_j:144_k:51,204.0474,1.0,obgnme,
ucon_usecol:kper:038_name:mw-124_k:8_j:144_k:51,211.04167,1.0,obgnme,
ucon_usecol:kper:039_name:mw-124_k:8_j:144_k:51,218.54012,1.0,obgnme,
ucon_usecol:kper:040_name:mw-124_k:8_j:144_k:51,226.52388,1.0,obgnme,
ucon_usecol:kper:041_name:mw-124_k:8_j:144_k:51,234.96518,1.0,obgnme,
ucon_usecol:kper:042_name:mw-124_k:8_j:144_k:51,243.85355,1.0,obgnme,
ucon_usecol:kper:043_name:mw-124_k:8_j:144_k:51,253.11226,1.0,obgnme,
ucon_usecol:kper:044_name:mw-124_k:8_j:144_k:51,262.73438,1.0,obgnme,
ucon_usecol:kper:045_name:mw-124_k:8_j:144_k:51,272.6705,1.0,obgnme,
ucon_usecol:kper:046_name:mw-124_k:8_j:144_k:51,282.89014,1.0,obgnme,
ucon_usecol:kper:047_name:mw-124_k:8_j:144_k:51,293.35114,1.0,obgnme,
ucon_usecol:kper:048_name:mw-124_k:8_j:144_k:51,303.97488,1.0,obgnme,
ucon_usecol:kper:049_name:mw-124_k:8_j:144_k:51,314.72256,1.0,obgnme,
ucon_usecol:kper:050_name:mw-124_k:8_j:144_k:51,325.5889,1.0,obgnme,
ucon_usecol:kper:051_name:mw-124_k:8_j:144_k:51,336.57578,1.0,obgnme,
ucon_usecol:kper:052_name:mw-124_k:8_j:144_k:51,347.624,1.0,obgnme,
ucon_usecol:kper:053_name:mw-124_k:8_j:144_k:51,358.62732,1.0,obgnme,
ucon_usecol:kper:054_name:mw-124_k:8_j:144_k:51,369.59634,1.0,obgnme,
ucon_usecol:kper:055_name:mw-124_k:8_j:144_k:51,380.56198,1.0,obgnme,
ucon_usecol:kper:056_name:mw-124_k:8_j:144_k:51,391.4792,1.0,obgnme,
ucon_usecol:kper:057_name:mw-124_k:8_j:144_k:51,402.2553,1.0,obgnme,
ucon_usecol:kper:058_name:mw-124_k:8_j:144_k:51,412.87775,1.0,obgnme,
ucon_usecol:kper:059_name:mw-124_k:8_j:144_k:51,423.4222,1.0,obgnme,
ucon_usecol:kper:060_name:mw-124_k:8_j:144_k:51,433.93286,1.0,obgnme,
ucon_usecol:kper:061_name:mw-124_k:8_j:144_k:51,444.36243,1.0,obgnme,
ucon_usecol:kper:062_name:mw-124_k:8_j:144_k:51,454.64996,1.0,obgnme,
ucon_usecol:kper:063_name:mw-124_k:8_j:144_k:51,464.71967,1.0,obgnme,
